cups,productivity
5,1.9355871019392192
5,2.2196223954021317
7,1.042593841653088
5,1.6650709789670193
0,0.0
11,0.16346734568351345
3,2.5026335166941864
6,1.4410185041054018
11,0.16228762066907582
3,2.503261362464469
8,0.6646670901945608
12,0.0993302594490085
6,1.1610239606168093
0,1.0
10,0.24245594080469593
2,2.416431223620487
4,1.8144444998378673
1,2.5670855951629603
8,0.606124404363163
0,0.8571428571428571
8,0.6390321339922159
10,0.2618293501947598
7,0.9322273022040412
7,0.9340533593978422
12,0.09535095549538788
10,0.2618293501947598
6,1.3433299461917316
6,1.3365168633946454
1,0.7549321566381695
0,0.8571428571428571
6,1.293967952041912
8,0.603411398912146
5,1.9978213486402476
12,0.09829626536840361
1,0.6695830332773131
10,0.25196152226894963
8,0.6269821566821516
6,1.267401816863787
7,0.89299125102172
3,1.15014868467932
9,0.403987188535313
6,1.3149745561581991
11,0.1584956052716822
7,0.8756516150795506
10,0.26470783067868003
8,0.7131517098865697
11,0.1557961158423128
1,0.08369787915966413
12,0.09956559941179127
4,1.8144444998378673
4,1.468036275302503
5,1.7315080413606936
1,1.8190145075141366
4,2.431920792798054
6,1.4748692168915079
2,3.426762795504448
6,1.2950071172705921
12,0.09896494744573968
8,0.6385127313138662
7,0.9968076499221353
0,4.0
9,0.4174651583498904
6,1.2752073673047608
7,0.9613443833095998
0,0.625
3,2.982195409737621
2,1.4499406649995594
4,2.314829317906731
4,2.379221548818169
4,1.4534935856344664
0,0.6363636363636364
2,4.653380605741004
4,1.311910055576278
7,0.9137673556257433
10,0.26171027855881207
12,0.09865910904732601
7,0.9968076499221353
5,1.427281781834012
7,0.960283801522581
12,0.10067256025237349
1,0.548058619025602
5,1.5439749077694178
11,0.15190121294625497
12,0.09829626536840361
10,0.24816359126126256
11,0.1611986040069189
11,0.16054860963592327
3,3.2480467976787044
11,0.1570944168076654
6,1.130063321667028
2,3.426762795504448
3,2.9738352122436473
3,3.51871736415193
0,1.3333333333333333
1,0.9047286510532607
12,0.10000140985069099
10,0.25612534784434804
10,0.2605583339316784
10,0.2535768369205237
2,1.6674317647494934
11,0.1568525499590488
5,2.2474615808769007
1,0.880754182744531
10,0.2627018908429047
4,2.533797596017899
6,1.5858756309207942
1,0.08369787915966413
10,0.25485109238243586
6,1.44881060515194
8,0.5931052710873792
10,0.2672530982813597
5,1.9335113840778533
3,0.6498124339604479
9,0.40006906065569464
5,2.1761135941823957
6,1.3259177780182556
2,0.6524732992498017
7,0.9967776304584918
4,1.1686657655537531
9,0.408776559978447
5,1.1832258054921239
12,0.10033698505153224
3,1.0372775526169082
5,2.1086412756320247
2,1.8379222364454388
2,1.9400290273590743
8,0.6287323685638367
5,1.5137008899700175
8,0.6324614491919188
9,0.4059751736141435
6,1.2987403023784683
6,1.0692134907157163
0,4.0
3,3.218478894597174
9,0.41603294861711765
3,1.4528951888072936
4,1.8564436759812484
11,0.16204121100711041
5,1.9645956623130947
3,2.8420409479688664
8,0.6287323685638367
8,0.6186727361007633
1,5.0
3,2.556167494060818
1,0.6291101305318079
10,0.2535586981582618
9,0.40445505440138746
5,1.6271012312907736
8,0.6110059249969755
0,0.125
8,0.6368323896995353
3,1.3646061113169403
10,0.2637010460845923
8,0.6081255504661471
3,1.1593102058659563
4,1.8399352794097188
7,0.9967470410555805
1,1.8190145075141366
12,0.09966583464984975
9,0.42177566750217543
6,1.3619873065555055
6,1.348965747156867
9,0.4176550421411293
2,1.6676444166738322
9,0.40491838260303636
12,0.09866359369546651
0,2.0
11,0.161282438375515
6,1.4748692168915079
11,0.158392717773018
6,1.3433299461917316
10,0.26310036645784113
11,0.157261959741572
6,1.166168648136538
6,1.103929257021698
9,0.39078834352386366
4,2.468828426889235
4,1.3252441516078957
0,0.6666666666666666
12,0.09802747354438122
1,0.0
1,0.0
3,1.754493571693209
10,0.27004001353854884
12,0.09963240048704601
2,0.6253093378580398
10,0.2601759111232614
0,0.8
10,0.2570362097969575
9,0.4178733134712769
0,2.75
12,0.09641916667372817
4,2.3895012313875936
11,0.16607007173928515
1,12.0
3,1.4937572784983213
8,0.6316963082361529
9,0.41643036567994823
7,0.9363403408771432
7,1.006181193009987
0,0.625
3,1.9418844620478177
11,0.16151355270721648
6,1.201334779700083
1,0.7549321566381695
8,0.6179775992104245
4,2.7024049416330245
0,7.0
10,0.2532376451201552
9,0.4238666222099473
11,0.16607240298524276
1,0.0
6,1.47393146873815
11,0.15610011323386758
2,5.011332960028773
11,0.15914517742443499
2,1.0191160324117863
7,0.8920553909099492
10,0.2516444986142424
6,1.2300683000892252
12,0.09426499844060583
9,0.41995007000673495
6,1.2229452385163726
10,0.2669134152470852
9,0.41725082447574063
10,0.2463017062950153
11,0.16304261034095177
6,1.2460432130773968
7,0.8220902622111297
5,1.4431766580668348
1,2.021127230571263
5,1.8647009676192083
2,0.7960273328302898
3,0.9152448993678601
1,2.858231367215857
0,0.0
10,0.2538805662876397
12,0.09648377003973353
6,1.114583002192137
8,0.6146562707601688
11,0.15942764308764087
7,0.8658184676478919
0,1.125
8,0.6597866159494794
4,1.5986042765394084
5,1.5122209775968456
11,0.16313481300992946
8,0.584910464482682
7,0.86463461053599
2,1.2082156118102434
0,0.8333333333333334
8,0.6441612852681292
2,1.2506186757160795
0,5.0
11,0.16988191476551898
2,1.619154802755189
6,1.3251316510536038
12,0.09441043403469217
9,0.39037041676101114
9,0.41277018784708097
8,0.6258270107167856
1,0.10052540567258453
3,2.014418545277388
7,0.9779705053555015
11,0.1653081709064473
10,0.2715428198616563
1,2.053668476130368
2,1.1022864231966936
4,1.6523820401423455
3,1.704111662707212
1,3.0805027141955525
9,0.41045544400137257
5,1.997743627446134
8,0.589516058691207
4,2.538845058349318
10,0.26078017554836286
9,0.3932307706708878
7,0.9137673556257433
10,0.2662366330661749
7,0.94145727549319
1,4.620754071293328
1,2.223239953628389
8,0.6294226282178969
0,2.2
8,0.6431396351639668
6,1.3311000425078556
4,1.8564436759812484
6,1.2799038870267843
7,0.959163380252511
9,0.39567319781791194
8,0.684043476829975
1,3.3924363123418284
8,0.5803048702741569
11,0.1684580388648821
8,0.6597866159494794
12,0.09865910904732601
3,1.0456300949488249
2,1.0356133815516373
7,0.8711843832845259
8,0.5986972473581448
3,1.3443815506484893
9,0.403514718016482
7,0.9435417095446073
8,0.6062694449582392
8,0.6549352437733803
7,0.9502278531968019
12,0.09943226563228218
4,1.4758988125233126
11,0.15530434198545284
5,1.6841925025641342
8,0.6120675362942718
7,0.8839348798405493
1,0.585885154117649
3,0.6498124339604479
10,0.24403512251162074
4,2.010105116752455
12,0.10016891403430668
3,2.54630407894144
8,0.6694893603016777
10,0.2687722200477575
9,0.3942637827011057
12,0.09882886167264372
6,1.1745331014649112
0,0.16666666666666666
5,1.4852170315683304
5,1.7170530743009202
4,2.1658509553114564
8,0.6107513082132634
1,5.647588309358513
6,1.2919864116114024
10,0.24944190704626013
4,1.963358486130305
4,1.6523820401423455
7,0.9095466730846542
8,0.667860651315173
11,0.16073442704737564
9,0.39131923323408063
9,0.4142009593267221
2,1.8986245328446683
4,1.6361320717752543
2,2.5023301497125647
0,1.0
8,0.6269821566821516
9,0.4193091431308177
7,0.9435417095446073
6,1.4029243770431417
11,0.16596431634671138
0,0.2
4,1.2397445289235154
10,0.2685257320826995
12,0.09544675485617178
1,0.0
0,2.142857142857143
7,0.9688597718869353
6,1.4123800788365843
8,0.6355297550689839
6,1.1610239606168093
7,0.912145567495035
2,0.8338222083369161
7,0.8711843832845259
9,0.4143760943881022
5,1.314695339435693
2,4.653380605741004
4,1.8144444998378673
3,2.293409642238622
1,0.8369787915966413
10,0.2703828030963363
12,0.09899468424816726
11,0.16258836905062038
7,0.9196969180381006
7,1.0531990057674632
0,12.0
8,0.603411398912146
0,1.0
6,1.3522405911992883
2,1.0191160324117863
8,0.6461292129068278
12,0.09849384858222797
12,0.09441043403469217
8,0.6083216992227617
4,2.5708876952436572
8,0.6377088202884792
3,2.3407755819673066
2,1.9246393614273667
2,1.0149584654996915
11,0.16346734568351345
6,1.2820947222113928
9,0.42917524061624873
0,3.25
6,1.269386196941045
9,0.4174651583498904
3,2.5042822839946504
8,0.6292589236136653
0,11.0
12,0.09939898796704609
0,2.5
5,1.779491367911863
1,0.8635909153323307
1,13.0
5,1.8368358148739605
8,0.6099642381589461
7,0.9409118938517352
6,1.3140346573474986
1,1.295386372998496
10,0.2614969832762689
12,0.10100813545321473
5,1.6112594867315444
4,1.3939044340497952
4,1.563064092026543
4,2.0627151955347203
4,1.8486382726031518
9,0.4142009593267221
11,0.1604199756708341
8,0.603411398912146
3,0.8215665031740768
12,0.0967863584331005
11,0.16465477892657993
1,1.117601389817493
7,0.9175714234259486
8,0.6870796628638112
7,0.9779705053555015
1,3.5939198332281443
10,0.269016840142013
4,2.3388900886319064
2,1.4602596912823147
5,1.4724587801679763
0,0.875
2,2.635971381157268
6,1.3542101604845944
1,1.2788034443930716
5,1.560957340273564
7,0.8756516150795506
8,0.6081255504661471
6,1.191984599566591
12,0.1006703108553743
6,1.1851005259203522
10,0.25544657812186883
10,0.2589581776133925
3,1.2813428591150042
7,0.8843214330506353
5,1.5137008899700175
2,0.593538843259758
4,1.7416999882581479
3,2.0165723259727337
8,0.6005941108949397
0,2.0
7,0.9352170277226015
2,2.7119108552385844
7,0.8545283407196442
10,0.25674528514243433
2,2.5033023279125395
7,0.9111016197386791
11,0.16541625255920922
4,1.8399352794097188
7,0.9182923141720066
8,0.6599812175601596
1,2.3747054186392798
12,0.09825758822667809
5,1.7484640280425112
12,0.09846086290426141
4,1.563064092026543
7,0.9787690901121245
3,1.2076561189132862
4,2.91220462575363
10,0.2601759111232614
0,0.5454545454545454
5,1.779491367911863
1,0.7549321566381695
1,1.4147890613998841
4,2.153986987906848
0,0.875
9,0.4174651583498904
10,0.24975655225177013
10,0.26463333915056214
6,1.3255445002246855
0,9.0
8,0.5996450968703653
4,2.91220462575363
9,0.3864581247467007
6,1.4179593876468277
5,1.8107105147173341
12,0.09802747354438122
1,10.0
5,1.37720124745427
9,0.39764439968202375
2,1.1022864231966936
6,1.3140346573474986
0,0.8888888888888888
8,0.5798406411421403
5,1.4843730531073724
0,0.0
4,2.4724130317068096
3,1.80692880903649
0,0.0
9,0.4228185597845464
6,1.3366744687040273
0,0.7142857142857143
0,0.0
6,1.3715718292087558
4,1.2824943402657056
8,0.6117857520665092
11,0.1580513646492909
8,0.6549352437733803
5,1.72561901456582
1,0.5032881044254464
0,0.5
0,0.14285714285714285
1,1.5131813120554538
4,1.270912866339519
12,0.09638689742259014
7,0.9697064133518272
4,2.8488215001348633
4,1.4491455492866538
2,0.3126546689290199
2,2.9205193825646294
4,1.8974332568912724
9,0.41219236552404903
7,0.978175731232002
0,0.0
8,0.5909846051206208
11,0.16107208939307327
2,0.7974673657497576
11,0.16109389388269338
3,1.9171256205456135
11,0.1544502330543039
2,0.6126407454818129
1,0.4184893957983207
2,0.5887835646382505
11,0.15815423087157202
9,0.4133565404071279
10,0.2525979719643314
11,0.16008103506750826
4,1.4954685167626722
5,1.7698294094741749
4,2.2234704391296494
10,0.25482649164905313
11,0.15530434198545284
0,3.0
11,0.1623763168375516
11,0.16107208939307327
9,0.4123419912466143
2,2.2946938005864945
9,0.41395161350328186
9,0.4146170264977199
0,2.5
4,2.0790134121172503
2,1.3646182848519253
6,1.4835667499874687
4,1.916611855508155
2,0.8338222083369161
3,1.6950443869418426
9,0.41045544400137257
3,1.9371935850763915
9,0.4197052410903038
11,0.15846363450411663
10,0.2715428198616563
10,0.26083477447375986
11,0.16607007173928515
12,0.09762758329106752
12,0.0962777742080209
7,0.9702457201920961
1,0.5026270283629226
12,0.09963362952307576
7,0.845627003837148
12,0.09819173100707018
11,0.16607240298524276
8,0.6725801655005467
11,0.16454726506327846
9,0.40697652127402895
3,1.6950443869418426
9,0.4039389675526665
7,0.8262779717750143
7,0.9160907947940375
12,0.09822464857796244
8,0.640381127245083
10,0.26310036645784113
5,2.211787587529648
8,0.6053988637820993
10,0.2602275804448307
4,1.961561621446343
12,0.09863060640707165
6,1.3255445002246855
12,0.0979222380962116
5,1.6316133466668075
12,0.09859293835714456
0,0.7777777777777778
10,0.26171027855881207
7,0.9616854341675808
0,1.8333333333333333
5,2.182628688812096
1,0.513417119032592
10,0.2650451360777333
7,0.8700169689885552
5,1.469221647657568
11,0.16434175464645737
3,2.6626744729800187
3,1.6677155927850142
0,3.0
10,0.2712002966370231
4,1.5389932083188467
0,0.8571428571428571
4,1.6398875694703472
0,0.875
3,2.9773762312054792
1,2.5670855951629603
8,0.6554260361141202
11,0.16021102405635185
7,0.9620205196087688
0,0.0
3,2.660799926744316
6,1.3140346573474986
7,0.845627003837148
6,1.2969692721871415
6,1.3961458250568535
4,1.6855231309028738
12,0.0972189354525908
9,0.39279507773468203
7,0.9071095124921352
6,1.3366744687040273
8,0.6089419200776578
12,0.09769290878825707
1,3.799648062409139
1,0.5757272768882205
12,0.09865910904732601
5,1.4228788365718164
8,0.6175538535741494
5,1.4154232607963186
8,0.6316963082361529
6,1.3542101604845944
3,2.0179099844545747
12,0.09782382240139649
8,0.651985883429266
5,1.687814587644347
2,4.2954282514532345
9,0.41319422142729006
6,1.1851005259203522
0,0.6666666666666666
12,0.09584585347447806
6,1.3074632290395558
4,2.357417076743702
11,0.15781152078187746
0,1.0
3,1.7084571454866724
11,0.15304711647659627
3,1.3423591857395283
8,0.6585999718190829
11,0.15870178178776537
12,0.09544675485617178
5,2.0334176207933865
2,3.1631656573887215
2,1.8529382407487025
4,1.6676028293472371
2,0.6524732992498017
5,2.3188095675714053
10,0.2579757521626794
4,2.01175341430343
8,0.6598853125672618
5,1.8368358148739605
2,1.4783364752562524
0,0.16666666666666666
11,0.16389429972572578
2,1.4783364752562524
1,1.0075227345543858
2,0.4349821994998678
9,0.395161074944672
9,0.398593806821159
9,0.408776559978447
6,1.38493816708105
12,0.10298702676607113
5,1.4431766580668348
3,1.8671965981229017
6,1.1765042800917003
10,0.25101794898031443
4,1.384428195794938
11,0.1591157482263558
10,0.26343519687734024
3,3.4433881404926443
12,0.0979222380962116
3,1.2203265324904802
2,1.7057728560649066
1,1.0105636152856314
3,2.556167494060818
4,2.2089517503745784
0,0.0
12,0.09963362952307576
1,15.0
10,0.27326849656249197
1,4.070923574810194
4,3.1362203661962167
8,0.5683776046483493
6,1.7164771534672125
4,1.8310179363739505
5,1.3935770598018347
10,0.25416094360038477
0,0.0
9,0.42986717787625
2,3.5463449645427643
2,0.36248516624988986
7,0.8681251282415716
4,1.8698652248860048
3,1.80692880903649
7,0.9257390357796146
9,0.4204858841583599
11,0.1605246560017706
4,3.057271853803268
11,0.15595688123749257
6,1.1851005259203522
8,0.584910464482682
10,0.2576499314036181
10,0.2567111651422741
4,1.6828787023974043
4,2.598766765146563
10,0.24657715503778346
11,0.16509243076604863
3,4.382493996990638
2,0.0
10,0.24943622506260235
6,1.4103041944325319
8,0.5856998620594266
0,0.0
7,0.9969766427608865
10,0.26310036645784113
12,0.09986735781606455
3,2.8608701285308213
12,0.09574958912738284
2,2.0712267631032746
5,1.3672831530131209
1,1.8711136498867165
7,1.0147524046045775
2,2.761635684137699
4,1.5184051179686417
7,0.9111016197386791
9,0.40976770455037814
4,1.8144444998378673
10,0.2687722200477575
10,0.2551239516839747
2,1.4719589115956264
12,0.09420179607647593
10,0.24817289221775207
5,1.5790342969969133
0,6.0
11,0.16044432172994058
0,0.7142857142857143
9,0.42811927399309674
10,0.23654582869738783
9,0.4249198933204241
6,1.2820947222113928
12,0.10103855634949874
8,0.5986972473581448
9,0.4149802466930458
3,2.2600591825891234
5,1.653369391978136
2,1.933209236873561
7,0.9520159240016468
8,0.6246320197635649
9,0.41147286132661554
12,0.09959898874854399
9,0.41292806715800734
4,1.5389932083188467
9,0.3991013751268861
2,1.4294950727908968
1,1.6962181561709142
4,1.631151417002781
7,0.88814232250915
11,0.16541625255920922
9,0.39521973870835286
2,0.7034730050902948
10,0.25674528514243433
2,0.6823091424259626
12,0.09876268808593684
2,0.8699643989997357
9,0.40445505440138746
10,0.2595203679370181
5,1.557374946517022
12,0.09986735781606455
6,1.309942865030084
0,3.0
10,0.2586298721214271
2,1.2506186757160795
5,2.2936098085822025
8,0.6316963082361529
0,0.4
4,2.074193145123532
10,0.26088992927466065
12,0.0979222380962116
12,0.09731680824396104
10,0.2637010460845923
11,0.16345479501898144
12,0.09705625087691369
0,1.1
3,2.54630407894144
1,1.0177308937025484
0,4.0
7,0.9697064133518272
1,3.7316799435760113
2,3.452044605172124
7,0.9454828129363652
5,1.9620696340988815
